# The 2MASS Redshift Survey
# Huchra et al., ApJS, in press
#
# http://tdc-www.harvard.edu/2mrs/
# catalog version 2.4, 2011 Dec 16
# maintained by Lucas Macri, lmacri@tamu.edu
#
# Entries in original input catalogs that have been rejected -- galaxies with severely compromised photometry due to stars. Targeted for reprocessing at a later date. Corresponds to Table A4 in paper.
#
#ID               RAdeg      DECdeg       l          b        k_c    h_c    j_c    k_tc   h_tc   j_tc  e_k   e_h   e_j   e_kt  e_ht  e_jt   e_bv r_iso r_ext  b/a  flgs Comments
00093966+5301008   2.415327  53.016827 116.586746  -9.339333 11.502 11.784 12.538 11.363 11.694 12.451 0.063 0.052 0.043 0.059 0.058 0.053 0.376 1.210 1.438 0.680 0000 Galaxy+star
00112204+0623372   2.841843   6.393631 105.343781 -55.103828 10.853 11.213 11.892 10.853 11.213 11.892 0.067 0.049 0.036 0.034 0.028 0.022 0.067 1.367 1.367 0.800 0666 Galaxy with severely compromised photometry
00151096-2352551   3.795650 -23.881960  52.577480 -81.202030 10.870 11.084 11.706 10.404 10.552 11.706 0.081 0.053 0.036 0.064 0.043 0.022 0.021 1.531 1.793 0.380 0111 Galaxy with severely compromised photometry
00203715+2839334   5.154780  28.659270 114.800310 -33.725300 11.167 11.573 12.286 10.905 11.354 11.982 0.052 0.043 0.033 0.049 0.048 0.038 0.039 1.318 1.607 0.600 0331 Galaxy with severely compromised photometry
00244982-4021070   6.207748 -40.352127 323.838074 -75.677353 11.662 12.102 13.034 11.568 11.952 12.866 0.070 0.052 0.044 0.068 0.056 0.052 0.016 1.332 1.536 0.200 0000 Galaxy with severely compromised photometry
00271148+5103476   6.797798  51.063232 119.046852 -11.625392 11.537 11.894 12.581 11.308 11.706 12.290 0.057 0.045 0.036 0.057 0.053 0.042 0.166 1.188 1.503 0.560 0331 Galaxy+star
00293249+5150575   7.385430  51.849250 119.491720 -10.876050 11.160 11.540 12.274 11.159 11.540 12.274 0.056 0.044 0.037 0.086 0.086 0.050 0.162 1.533 1.676 0.320 0666 Galaxy with severely compromised photometry
00350737+4929082   8.780820  49.485610 120.210500 -13.299780 11.652 12.125 12.686 11.311 11.710 12.273 0.081 0.070 0.047 0.083 0.078 0.054 0.162 1.265 1.604 0.440 0000 Galaxy with severely compromised photometry
00385467+0703458   9.727830   7.062710 117.414560 -55.674730  9.920 10.270 10.944  9.232 10.210 10.944 0.082 0.068 0.044 0.072 0.103 0.024 0.030 1.889 2.152 0.680 0333 Galaxy with severely compromised photometry
00452378+5353203  11.349114  53.889034 122.030815  -8.972013 11.695 12.331 12.834 11.139 11.542 12.145 0.086 0.088 0.060 0.115 0.112 0.104 0.408 1.143 1.620 0.920 0444 Galaxy+star
00580474-8140329  14.519740 -81.675840 302.636930 -35.448570 10.888 10.972 11.744  9.466 10.971 11.744 0.394 0.227 0.177 0.112 0.258 0.228 0.119 2.066 2.198 0.420 0111 Galaxy with severely compromised photometry
01074777+7312247  16.949270  73.206940 124.132230  10.373480 11.651 12.005 12.848 11.561 11.901 12.681 0.059 0.054 0.051 0.061 0.062 0.060 0.540 1.236 1.462 0.280 0313 Galaxy with severely compromised photometry
01115336+2743193  17.972370  27.722040 128.453640 -34.930250 11.595 12.162 12.792 11.276 11.779 12.318 0.086 0.072 0.052 0.085 0.079 0.056 0.051 1.230 1.551 0.740 0313 Galaxy with severely compromised photometry
01422276-1317152  25.594800 -13.287500 166.152050 -71.742070 11.373 11.848 12.483 11.373 11.848 12.483 0.065 0.050 0.035 0.035 0.031 0.023 0.019 1.417 1.416 0.580 0333 Galaxy with severely compromised photometry
